"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","31/1070","260/18903",7.28676280201734e-05,0.00153283297189847,0.00115390297087094,"1482/1501/3485/1000/6934/5754/55366/9096/4038/857/23500/64321/153090/25805/6422/650/1001/115908/4192/55612/2487/152573/65268/80139/7089/1749/147906/6423/259266/3489/6662",31
"GO:0051321","GO:0051321","meiotic cell cycle","33/1070","285/18903",7.71107048665018e-05,0.00161565286386956,0.00121624904584758,"3643/10361/2069/56154/9134/4488/171484/5888/83990/23397/83540/9319/9133/7153/9232/701/81930/7272/286151/6790/9156/991/699/259266/1164/84057/9700/5347/4751/8438/7516/4487/11144",33
"GO:0045926","GO:0045926","negative regulation of growth","30/1070","249/18903",7.81618085272777e-05,0.00163120296056927,0.00122795501975869,"7490/2045/223117/3373/10501/2697/8614/55384/85004/2261/10512/6405/9353/64321/7869/2786/56920/6422/7042/978/58189/153/8692/65078/29948/2487/1594/147906/6423/4487",30
"GO:0086003","GO:0086003","cardiac muscle cell contraction","14/1070","76/18903",8.11991266433717e-05,0.00168791885305907,0.00127065023707158,"2257/776/2697/857/3762/134/10052/6262/3752/6324/477/6330/3759/8913",14
"GO:0046777","GO:0046777","protein autophosphorylation","28/1070","226/18903",8.21770560955228e-05,0.00170154845562494,0.00128091048015147,"2045/2264/3643/2046/7010/91662/7422/9370/2261/857/79834/2242/2050/4593/5154/10457/9625/7301/85366/6725/4058/65268/5156/9212/9833/7272/6790/4751",28
"GO:0060317","GO:0060317","cardiac epithelial to mesenchymal transition","9/1070","34/18903",8.35926821619053e-05,0.0017240990695893,0.00129788638093484,"7472/7049/7042/650/3037/4488/23493/55273/4487",9
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","37/1070","336/18903",8.49417484256052e-05,0.00174510673808247,0.00131370076614821,"1482/1501/3485/1000/6934/5754/55366/9096/4038/857/23500/115701/64321/153090/25805/6422/650/1001/115908/4192/388630/55612/2487/152573/65268/80139/7089/4188/80319/55789/23213/1749/147906/6423/259266/3489/6662",37
"GO:0010460","GO:0010460","positive regulation of heart rate","8/1070","27/18903",8.67058493709158e-05,0.0017744452894513,0.00133578656558375,"1908/147/146/6262/153/148/23493/6505",8
"GO:0045765","GO:0045765","regulation of angiogenesis","38/1070","349/18903",8.71009974081761e-05,0.00177564967689255,0.00133669321769264,"4846/3373/7010/3579/23554/10769/718/285/2246/7422/187/2627/23166/5196/6915/153090/2523/1524/6422/7042/1634/1893/3162/10457/9314/3696/116844/2296/4192/306/7098/11126/1116/11117/140862/1232/23213/6423",38
"GO:0044786","GO:0044786","cell cycle DNA replication","10/1070","42/18903",9.04659500910635e-05,0.00183715467877237,0.00138299363378079,"1602/9837/144455/5888/8318/389643/57379/4173/1763/79733",10
"GO:0007156","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","23/1070","170/18903",9.15601705564754e-05,0.00185225172619996,0.00139435855624622,"27253/28513/128434/83872/1002/84966/1000/1826/64881/51294/5099/92211/57549/1009/1001/57453/54538/56135/4680/64084/56125/1825/1015",23
"GO:0048839","GO:0048839","inner ear development","25/1070","193/18903",9.48389238853686e-05,0.00191125770272804,0.00143877772836943,"2561/5396/5754/9096/6909/54360/341640/6495/5154/7042/650/115908/2070/55283/2487/23493/1052/3777/10804/6899/890/8516/1749/3249/6662",25
"GO:0051785","GO:0051785","positive regulation of nuclear division","12/1070","59/18903",9.60262471215481e-05,0.00192782731863792,0.0014512511872362,"3643/10361/1908/940/2069/4488/51203/9787/3481/6790/9700/4487",12
"GO:0002027","GO:0002027","regulation of heart rate","17/1070","107/18903",0.000102889881998925,0.00205003236586538,0.0015432460553245,"776/1908/147/857/6474/3762/146/6262/3752/153/6324/148/23493/6505/6330/3759/8913",17
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","17/1070","107/18903",0.000102889881998925,0.00205003236586538,0.0015432460553245,"10630/6934/153090/25805/6422/7042/650/116844/2296/4192/54756/80237/2146/80139/3249/147906/6423",17
"GO:0003214","GO:0003214","cardiac left ventricle morphogenesis","6/1070","15/18903",0.000104290903302684,0.00207013522345176,0.00155837930696847,"6262/1363/23493/2294/6423/4889",6
"GO:0048706","GO:0048706","embryonic skeletal system development","19/1070","128/18903",0.000106050460774805,0.00209717765127705,0.00157873660510808,"3373/6913/5396/3340/3215/6474/3201/6495/6664/57453/3225/3223/9464/116039/579/5156/4188/6899/23213",19
"GO:0007157","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","11/1070","51/18903",0.000106772672607691,0.00210358101256944,0.00158355699829788,"83872/1002/84966/6403/1000/5789/6401/4680/869/30835/1088",11
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","27/1070","218/18903",0.00010988211107297,0.00215679385303078,0.00162361514933098,"2045/2561/128434/4908/3672/10763/284/23321/558/1524/6495/3745/7042/1271/6622/3162/7301/2019/5803/2149/4192/4803/6376/6505/5457/9928/7516",27
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","10/1070","43/18903",0.000111955517380065,0.00218395539059983,0.00164406211222188,"55143/891/9212/83540/11004/29127/332/10615/1062/4751",10
"GO:0007051","GO:0007051","spindle organization","25/1070","195/18903",0.000112093164934196,0.00218395539059983,0.00164406211222188,"92421/10769/11076/81027/55143/891/9212/83540/29127/22974/9133/3832/7272/9787/29899/6790/991/259266/56992/9700/332/10615/5347/1062/4751",25
"GO:0032835","GO:0032835","glomerulus development","13/1070","69/18903",0.000113878214071481,0.00220068890302048,0.00165665895091813,"6943/7490/51196/7010/2028/285/55366/9370/284/4868/2296/5156/23213",13
"GO:0055008","GO:0055008","cardiac muscle tissue morphogenesis","12/1070","60/18903",0.000113924906511297,0.00220068890302048,0.00165665895091813,"1482/7472/7139/7049/7042/650/6262/85366/2296/23493/5457/27063",12
"GO:0048241","GO:0048241","epinephrine transport","5/1070","10/18903",0.00011420241655826,0.00220068890302048,0.00165665895091813,"7432/6581/151/222962/152",5
"GO:0003272","GO:0003272","endocardial cushion formation","8/1070","28/18903",0.000115400042470148,0.00221568081542685,0.00166794472867858,"187/6909/7042/650/4488/23493/55273/4487",8
"GO:0044089","GO:0044089","positive regulation of cellular component biogenesis","49/1070","498/18903",0.00011890086673051,0.00227462527658367,0.00171231759257973,"22998/3373/51196/7010/29109/948/84631/6366/11076/6869/5064/7422/6363/857/11346/54922/9001/89795/153090/2242/1946/1191/2823/6422/389/23767/6622/79191/10435/9079/4868/388630/55612/5789/375790/7476/6376/27286/64084/869/11117/3458/29899/10733/10615/54443/6662/1015/638",49
"GO:0060048","GO:0060048","cardiac muscle contraction","20/1070","140/18903",0.000121400550891324,0.00231406104226062,0.00174200448476397,"2257/776/1482/2697/147/857/7139/481/3762/134/10052/6262/3752/85366/6324/148/477/6330/3759/8913",20
"GO:1901342","GO:1901342","regulation of vasculature development","38/1070","355/18903",0.000124491375497526,0.00236444051304654,0.00177992970041143,"4846/3373/7010/3579/23554/10769/718/285/2246/7422/187/2627/23166/5196/6915/153090/2523/1524/6422/7042/1634/1893/3162/10457/9314/3696/116844/2296/4192/306/7098/11126/1116/11117/140862/1232/23213/6423",38
"GO:0006937","GO:0006937","regulation of muscle contraction","23/1070","174/18903",0.000130843332579163,0.00247617489612179,0.00186404234604383,"1482/9312/80005/51196/3673/147/6869/857/60675/6915/151/7139/481/134/6752/6262/85366/1131/2149/152/148/477/3759",23
"GO:0042742","GO:0042742","defense response to bacterium","40/1070","382/18903",0.000134390303481973,0.00253421715137435,0.00190773603739824,"6372/56169/5473/6403/948/79812/81035/6556/54210/23166/5650/5225/284297/5199/6279/64170/6280/11096/6283/306/7098/4843/1690/11126/400709/2358/3501/8764/55576/11117/10417/57379/1668/8993/3929/6364/6338/5320/3494/3934",40
"GO:0007043","GO:0007043","cell-cell junction assembly","21/1070","152/18903",0.000134881914564441,0.00253443597473398,0.00190790076566896,"1501/28513/2697/1000/51208/187/857/9080/421/79778/1009/389/79191/79983/10052/4868/5317/80139/10804/10686/151306",21
"GO:0086010","GO:0086010","membrane depolarization during action potential","9/1070","36/18903",0.000135456575278258,0.00253620821797589,0.00190923489455282,"776/11280/6332/6324/477/6330/6335/3759/8913",9
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling","18/1070","120/18903",0.000139293481482651,0.00258968162756477,0.00194948919969788,"3643/7010/4922/6366/6934/6363/8600/284/940/558/1524/388121/5154/10268/1116/6376/3481/23551",18
"GO:0071774","GO:0071774","response to fibroblast growth factor","18/1070","120/18903",0.000139293481482651,0.00258968162756477,0.00194948919969788,"2257/2264/3373/6997/3340/2246/8822/2261/6909/2817/2591/6422/23767/2252/8692/6899/23213/79801",18
"GO:0048644","GO:0048644","muscle organ morphogenesis","14/1070","80/18903",0.000144317676705363,0.00267367485264673,0.00201271854936085,"1482/7472/7139/7049/6474/7042/650/6262/85366/2296/23493/6899/5457/27063",14
"GO:0002683","GO:0002683","negative regulation of immune system process","45/1070","449/18903",0.000146564763269101,0.00270138521617223,0.00203357866352997,"114788/10769/6366/51208/9370/284/4332/1493/3559/9353/558/145581/27202/1524/4321/6422/6664/26279/134/7042/3162/339390/10457/7301/55061/4192/257144/84830/347/7098/2615/2840/11126/6376/8764/387837/11117/383/2294/7130/8993/4889/1398/6662/10288",45
"GO:0003228","GO:0003228","atrial cardiac muscle tissue development","7/1070","22/18903",0.000146836658530574,0.00270138521617223,0.00203357866352997,"1482/9096/7472/2627/6474/10804/8913",7
"GO:0051310","GO:0051310","metaphase plate congression","13/1070","71/18903",0.000154146130618332,0.00282601239466943,0.00212739689040506,"92421/55143/891/9212/83540/11004/113130/1063/81930/332/10615/1062/9928",13
"GO:0060541","GO:0060541","respiratory system development","26/1070","211/18903",0.000158808383078474,0.00290141267354444,0.00218415754691065,"6943/7490/4846/10630/2246/5754/7422/7472/8854/2627/6909/5241/6495/4321/6664/64220/5154/2252/7068/1116/5156/383/2294/5251/1749/6662",26
"GO:0042886","GO:0042886","amide transport","33/1070","296/18903",0.000159359643479175,0.00290144454334497,0.00218418153821184,"594855/1393/8431/26056/2697/1908/360/283849/6934/7432/2867/8600/5799/366/1946/10332/2044/3745/6422/6279/134/6616/9066/25924/94121/4843/1363/130399/3458/3557/30835/1015/116",33
"GO:0048565","GO:0048565","digestive tract development","19/1070","132/18903",0.000160698311293735,0.00290843080016098,0.00218944072994575,"6943/159296/55366/51208/8854/2627/6909/64321/6474/6422/6664/64220/7042/579/5156/2294/6423/7298/6662",19
"GO:0071805","GO:0071805","potassium ion transmembrane transport","27/1070","223/18903",0.00016084503667557,0.00290843080016098,0.00218944072994575,"1804/6553/776/9312/1908/3768/10242/857/57030/481/3772/3745/57582/3762/6616/3752/65268/7881/477/30818/3777/495/9033/3759/30820/3249/3773",27
"GO:0007584","GO:0007584","response to nutrient","21/1070","154/18903",0.000162605986640762,0.00293023757495981,0.00220585667524885,"590/3485/3673/360/8614/4023/9370/8854/6915/2242/6422/22941/3162/1594/83990/383/10631/5251/6423/9388/7298",21
"GO:0014066","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","17/1070","111/18903",0.000163334226052722,0.00293334936584481,0.00220819920363437,"3643/7010/6403/284/940/4920/153090/5364/5154/7042/1634/55615/2149/79899/5156/55165/6662",17
"GO:0014855","GO:0014855","striated muscle cell proliferation","14/1070","81/18903",0.000165523625828728,0.00296259235381587,0.00223021306379759,"65009/1482/7472/2627/284/6909/858/2242/7049/6495/7042/2296/23493/983",14
"GO:0048846","GO:0048846","axon extension involved in axon guidance","9/1070","37/18903",0.000170084326608471,0.00301357464594874,0.00226859207797098,"223117/10501/1826/7422/10512/6405/9353/7869/56920",9
"GO:0086019","GO:0086019","cell-cell signaling involved in cardiac conduction","9/1070","37/18903",0.000170084326608471,0.00301357464594874,0.00226859207797098,"776/2697/9096/3762/10052/6262/6324/6330/8913",9
"GO:1902284","GO:1902284","neuron projection extension involved in neuron projection guidance","9/1070","37/18903",0.000170084326608471,0.00301357464594874,0.00226859207797098,"223117/10501/1826/7422/10512/6405/9353/7869/56920",9
"GO:0042063","GO:0042063","gliogenesis","34/1070","310/18903",0.000174844030133364,0.00308754675285673,0.0023242776193754,"3691/10319/5787/1000/11076/146433/23500/2817/4920/153090/1464/1191/1524/26227/6664/6279/7042/650/5453/6280/5803/4192/79628/2840/2146/6376/55553/3458/983/5764/1869/3400/430/6662",34
"GO:0007052","GO:0007052","mitotic spindle organization","19/1070","133/18903",0.000177727152512555,0.00312799788422097,0.00235472886978038,"92421/10769/55143/891/9212/83540/29127/22974/3832/7272/9787/29899/6790/991/56992/332/5347/1062/4751",19
"GO:0045787","GO:0045787","positive regulation of cell cycle","38/1070","362/18903",0.000186009321162971,0.00326288775993518,0.00245627276345997,"3373/3643/10361/1908/6909/940/7042/2069/4085/4488/2146/144455/51203/55872/55143/891/9212/23397/1111/29127/113130/983/64151/9787/29899/79733/6241/10733/3481/6790/1164/990/9700/332/10615/11065/9928/4487",38
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","8/1070","30/18903",0.00019642293607841,0.00342281551978219,0.0025766649526909,"5396/7472/6474/6495/5154/6899/2294/6662",8
"GO:0060292","GO:0060292","long-term synaptic depression","8/1070","30/18903",0.00019642293607841,0.00342281551978219,0.0025766649526909,"85358/57406/10769/3745/134/22941/869/10288",8
"GO:0035272","GO:0035272","exocrine system development","10/1070","46/18903",0.000203943850429261,0.00354218266535033,0.00266652347375655,"59277/3643/10512/5154/7042/2252/2296/10913/3481/6662",10
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","13/1070","73/18903",0.000206090467763139,0.00356773006488319,0.00268575532795035,"27253/590/85358/57406/10769/9370/3745/134/22941/9294/869/4889/10288",13
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","40/1070","390/18903",0.00020815276524681,0.00359165555719985,0.00270376622487772,"5046/269/79674/64388/6997/494470/2627/858/857/658/25805/7049/6422/6664/7042/650/8425/3696/116844/55612/168002/2615/54756/4488/3693/130399/80139/65997/11117/7130/8516/23213/55273/8483/1749/7272/10468/4091/6423/4487",40
"GO:0045785","GO:0045785","positive regulation of cell adhesion","47/1070","484/18903",0.000220260035960371,0.00378818563475817,0.00285171231197106,"3373/80005/4651/3485/7010/5896/6403/9223/3673/10630/55679/948/22915/6366/7422/6363/8600/284/857/3559/940/2523/6422/4602/7042/1842/29851/3037/4192/55612/10164/6401/4680/11126/59067/1947/6376/8764/5212/11117/2294/3458/6423/3481/30835/1398/10288",47
"GO:0003184","GO:0003184","pulmonary valve morphogenesis","6/1070","17/18903",0.000233829285479666,0.00400850203679427,0.00301756453168564,"4846/9353/64220/7042/23493/4091",6
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","18/1070","125/18903",0.000235411239552959,0.00400958498335362,0.00301837976418327,"22998/11170/7010/948/6366/7422/2824/79834/1946/2523/395/4321/6422/55612/347/55966/4680/6376",18
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","18/1070","125/18903",0.000235411239552959,0.00400958498335362,0.00301837976418327,"80005/7010/55679/948/6366/7422/2523/6422/1842/3037/4192/55612/4680/6376/5212/11117/2294/1398",18
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","15/1070","94/18903",0.000245757052279337,0.00417233837953343,0.00314089906720858,"3373/6913/5396/3340/3215/6474/3201/6495/6664/57453/3225/116039/5156/4188/6899",15
"GO:0042445","GO:0042445","hormone metabolic process","28/1070","241/18903",0.00024691249779317,0.0041766834179521,0.00314416997332279,"2516/1381/8630/83539/5046/590/5653/10202/2028/6934/8614/7173/8854/1583/29785/650/53919/1359/10699/124/1363/7038/1594/5156/10170/3249/195814/6338",28
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","25/1070","205/18903",0.000247595058677842,0.0041766834179521,0.00314416997332279,"51196/3577/3579/147/948/6869/185/6863/857/60675/6915/27202/1524/146/57158/6262/2149/148/2357/2840/5156/2358/5733/1232/116",25
"GO:0045987","GO:0045987","positive regulation of smooth muscle contraction","8/1070","31/18903",0.000251713076899785,0.00423262753513014,0.00318628420507404,"3673/6869/60675/6915/151/1131/2149/148",8
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","17/1070","115/18903",0.000252730483356432,0.00423624429245067,0.00318900686768217,"7010/185/7432/7422/7472/187/858/650/1893/3162/2252/116844/4192/51162/383/1232/3481",17
"GO:0007292","GO:0007292","female gamete generation","21/1070","159/18903",0.000254997963719487,0.00424728469539083,0.00319731798440905,"4846/10361/5806/658/5241/4327/2069/126668/646/4192/23397/9319/7130/9133/7153/5764/7272/6790/259266/5347/11144",21
"GO:0035051","GO:0035051","cardiocyte differentiation","21/1070","159/18903",0.000254997963719487,0.00424728469539083,0.00319731798440905,"7490/1482/9096/7422/2627/6909/10512/115701/64321/7049/6474/7042/650/79191/8470/9464/148/23493/5156/55553/983",21
"GO:0001990","GO:0001990","regulation of systemic arterial blood pressure by hormone","9/1070","39/18903",0.000261623965816573,0.00434394509280347,0.00327008306826673,"4846/1908/2028/6869/185/1359/2149/10699/3291",9
