"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051653","GO:0051653","spindle localization","11/1070","59/18903",0.000414517595129508,0.00611355559297152,0.00460223004765958,"2697/3993/4085/26086/51203/29899/259266/1058/9700/10615/5347",11
"GO:0061448","GO:0061448","connective tissue development","30/1070","274/18903",0.000422396032519473,0.00621239847270979,0.00467663808471934,"7490/3373/5396/2261/658/54360/6474/633/64641/650/1893/5745/8692/8538/3696/4192/9464/2487/116039/579/4488/7476/1116/55553/23213/6423/7298/3400/6662/4487",30
"GO:0050000","GO:0050000","chromosome localization","14/1070","89/18903",0.000454996525325766,0.00667328237144457,0.00502358736733945,"92421/55143/891/9212/83540/11004/113130/1063/81930/9787/332/10615/1062/9928",14
"GO:0032355","GO:0032355","response to estradiol","17/1070","121/18903",0.000465549289276331,0.00679033217508019,0.00511170141409546,"1393/3485/3673/6869/8854/4324/6422/5154/6752/10268/4488/7476/2146/80139/890/81930/5457",17
"GO:0051101","GO:0051101","regulation of DNA binding","17/1070","121/18903",0.000465549289276331,0.00679033217508019,0.00511170141409546,"201501/3673/6664/3162/9314/2296/9464/4488/23493/4803/4188/3458/1869/5457/55355/4751/4487",17
"GO:0001701","GO:0001701","in utero embryonic development","39/1070","393/18903",0.000480373386565425,0.00698724925913346,0.00525993883622168,"4846/10361/7422/7472/121599/51294/5801/2627/284/64321/4071/650/5745/9314/2296/9464/729/10568/23493/130399/9837/5156/320/144455/4188/891/1825/1111/2294/55273/9133/79733/6241/10733/3481/430/4751/7516/4487",39
"GO:0090022","GO:0090022","regulation of neutrophil chemotaxis","8/1070","34/18903",0.000498042065217975,0.00720748031942705,0.00542572681143472,"3579/6366/6363/9353/27202/4192/7130/3929",8
"GO:0061008","GO:0061008","hepaticobiliary system development","19/1070","144/18903",0.000498244378142211,0.00720748031942705,0.00542572681143472,"3673/55679/2246/8854/2627/64321/7049/3162/4192/2487/2146/144455/383/5764/3249/79733/6790/7298/6662",19
"GO:0007512","GO:0007512","adult heart development","5/1070","13/18903",0.000505500935047982,0.00725005741890379,0.00545777847164687,"80274/1482/187/9464/148",5
"GO:0021681","GO:0021681","cerebellar granular layer development","5/1070","13/18903",0.000505500935047982,0.00725005741890379,0.00545777847164687,"4192/7476/869/85442/9928",5
"GO:1900452","GO:1900452","regulation of long-term synaptic depression","5/1070","13/18903",0.000505500935047982,0.00725005741890379,0.00545777847164687,"85358/3745/134/869/10288",5
"GO:0034446","GO:0034446","substrate adhesion-dependent cell spreading","16/1070","111/18903",0.000506680149162026,0.00725005741890379,0.00545777847164687,"59277/80005/10319/7010/10630/55679/79834/558/1946/79778/7301/3037/4192/8516/1398/9928",16
"GO:0030323","GO:0030323","respiratory tube development","23/1070","191/18903",0.000515530722354643,0.00734243091878265,0.0055273164173292,"6943/4846/10630/2246/5754/7422/7472/8854/2627/6909/5241/4321/6664/64220/5154/2252/7068/1116/5156/383/2294/5251/6662",23
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","31/1070","290/18903",0.000515917020997796,0.00734243091878265,0.0055273164173292,"5046/79674/64388/494470/2627/858/857/25805/7049/6422/6664/7042/650/8425/116844/55612/168002/54756/4488/80139/65997/11117/7130/8516/23213/8483/7272/10468/4091/6423/4487",31
"GO:0050770","GO:0050770","regulation of axonogenesis","20/1070","156/18903",0.000523409695821283,0.00742904084391498,0.00559251559541925,"2045/223117/1002/140578/10501/1000/1826/7422/4038/10512/6405/9353/1946/7869/6474/5364/56920/65078/7476/4803",20
"GO:0045132","GO:0045132","meiotic chromosome segregation","15/1070","101/18903",0.000543848021656281,0.00769843848349909,0.00579531573239485,"56154/9134/83990/23397/83540/9319/7153/9232/701/7272/699/84057/9700/5347/11144",15
"GO:0030048","GO:0030048","actin filament-based movement","18/1070","134/18903",0.000558027863308812,0.00786259055809725,0.00591888794804131,"22998/2257/776/2697/10630/857/7139/3762/134/10052/6262/3752/85366/6324/477/6330/3759/8913",18
"GO:0090497","GO:0090497","mesenchymal cell migration","11/1070","61/18903",0.000558422624864862,0.00786259055809725,0.00591888794804131,"223117/10501/1908/1000/10512/6405/7869/56920/9464/1947/6899",11
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","14/1070","91/18903",0.000573327349427629,0.00805097980047309,0.0060607056871185,"159296/4038/2627/58524/650/2296/9464/4488/5156/7475/10913/6899/10468/4487",14
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","13/1070","81/18903",0.000590092831991849,0.00826443011383809,0.00622138917660539,"6372/5473/2919/5196/5650/5225/6280/6357/6283/2920/4283/1668/8993",13
"GO:0006941","GO:0006941","striated muscle contraction","22/1070","181/18903",0.000594489227051029,0.00830397650483977,0.00625115934654605,"2257/776/1482/2697/147/857/7139/481/3762/134/1134/10052/6262/3752/85366/56203/6324/148/477/6330/3759/8913",22
"GO:1905820","GO:1905820","positive regulation of chromosome separation","7/1070","27/18903",0.000596236977255298,0.00830641488102368,0.00625299493435914,"55143/9212/23397/64151/9787/9700/332",7
"GO:0002446","GO:0002446","neutrophil mediated immunity","8/1070","35/18903",0.000613930365865195,0.00852808748967171,0.00641986809429832,"6372/84106/54210/1776/64170/306/383/6338",8
"GO:0008037","GO:0008037","cell recognition","26/1070","230/18903",0.000615379040447902,0.00852808748967171,0.00641986809429832,"128434/948/1826/6366/5806/81035/6363/51294/49/4978/10332/57549/5199/4685/57453/54538/4897/2219/284359/3501/1047/79937/10417/3929/30835/3494",26
"GO:0051402","GO:0051402","neuron apoptotic process","28/1070","255/18903",0.000617935186463401,0.00854109367677162,0.00642965903578342,"2045/2561/128434/4908/3672/10763/284/23321/558/1524/6495/3745/7042/1271/6622/3162/7068/7301/2019/5803/2149/4192/4803/6376/6505/5457/9928/7516",28
"GO:0044706","GO:0044706","multi-multicellular organism process","25/1070","218/18903",0.000628470900919481,0.00866403748526073,0.0065222100367513,"53405/3691/1393/3485/2697/150921/3673/56977/8614/285/6869/7422/6863/49/151/5241/64478/5858/10699/3291/130399/1594/383/5764/116",25
"GO:0042474","GO:0042474","middle ear morphogenesis","6/1070","20/18903",0.000632559639248315,0.00869769503966433,0.0065475471430966,"5396/6495/116039/579/6899/4487",6
"GO:0071674","GO:0071674","mononuclear cell migration","24/1070","206/18903",0.000637695463982565,0.00874553779176089,0.0065835627395712,"3577/3579/8174/6366/91662/6363/8600/146433/9353/1524/9420/1893/6357/6283/4192/257144/84830/347/2358/6376/8764/6361/6364/1398",24
"GO:0001656","GO:0001656","metanephros development","14/1070","92/18903",0.000641676455315131,0.00877733596907744,0.00660750012345224,"6943/7490/3579/55366/9370/64321/6495/5154/79191/80144/116039/5156/8516/6662",14
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","11/1070","62/18903",0.000644695317643293,0.00879584309342787,0.00662143212136835,"65009/1482/7472/2627/6909/2242/7049/7042/2296/23493/983",11
"GO:0051303","GO:0051303","establishment of chromosome localization","13/1070","82/18903",0.000665592005266835,0.00905754069022909,0.0068184357349093,"92421/55143/891/9212/83540/11004/113130/1063/81930/332/10615/1062/9928",13
"GO:0048144","GO:0048144","fibroblast proliferation","15/1070","103/18903",0.000671703465246703,0.00911720898843854,0.00686335349687877,"7472/1602/857/153090/6422/5154/2069/5156/891/890/983/79733/1869/1164/990",15
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","9/1070","44/18903",0.000678560046231181,0.00912687969393352,0.00687063351760227,"3643/1908/940/2069/51203/9787/3481/6790/9700",9
"GO:0045444","GO:0045444","fat cell differentiation","27/1070","244/18903",0.000680452564679178,0.00912687969393352,0.00687063351760227,"201501/6934/2867/4023/9370/122953/10974/6495/6422/64641/650/153/9314/374462/116844/2167/2487/4488/1052/5156/2170/4091/6423/1869/85329/84935/3400",27
"GO:2000677","GO:2000677","regulation of transcription regulatory region DNA binding","10/1070","53/18903",0.000680946630054917,0.00912687969393352,0.00687063351760227,"201501/6664/9314/2296/9464/4488/23493/3458/5457/4487",10
"GO:0003014","GO:0003014","renal system process","17/1070","125/18903",0.000681058825645797,0.00912687969393352,0.00687063351760227,"3043/360/6869/185/4883/9370/57156/134/8692/3037/2149/10699/148/3291/6523/23213/3494",17
"GO:0019730","GO:0019730","antimicrobial humoral response","17/1070","125/18903",0.000681058825645797,0.00912687969393352,0.00687063351760227,"6372/5473/2919/6556/2627/5196/5650/5225/6280/6357/6283/2920/4283/10417/1668/8993/3494",17
"GO:0002062","GO:0002062","chondrocyte differentiation","16/1070","114/18903",0.000683636458338669,0.00913822911399538,0.0068791772596584,"2261/658/54360/6474/650/1893/5745/4192/116039/579/4488/7476/55553/23213/6423/6662",16
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","22/1070","183/18903",0.000690543698874192,0.00919621217162807,0.00692282638757328,"7010/79812/185/7432/7422/7472/187/8854/858/857/2523/650/1893/3162/2252/116844/4192/51162/383/1232/23213/3481",22
"GO:0007162","GO:0007162","negative regulation of cell adhesion","32/1070","308/18903",0.000691457619722792,0.00919621217162807,0.00692282638757328,"11170/1826/6366/285/6695/7422/9370/284/1493/3559/27299/1946/395/5364/4321/26279/650/339390/10457/9314/4192/84830/168002/347/55966/2615/80139/6376/8764/383/3557/10288",32
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","19/1070","148/18903",0.000701841237814323,0.00931085863231062,0.00700913121921948,"3579/6403/3673/1908/8174/6366/6869/7422/6363/146433/1524/10894/4192/2358/6376/8764/5764/3929/6364",19
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","11/1070","63/18903",0.000741777237418432,0.00978608449769866,0.00736687700624205,"84632/2867/9370/51744/8692/2149/2219/7098/4843/1116/3929",11
"GO:0051963","GO:0051963","regulation of synapse assembly","15/1070","104/18903",0.000744671836231595,0.00978608449769866,0.00736687700624205,"2045/84631/10082/145581/1946/6495/4593/23767/6622/5789/375790/7476/27286/64084/869",15
"GO:0003207","GO:0003207","cardiac chamber formation","5/1070","14/18903",0.000749823825790736,0.00978608449769866,0.00736687700624205,"1482/6909/6664/650/9464",5
"GO:0051231","GO:0051231","spindle elongation","5/1070","14/18903",0.000749823825790736,0.00978608449769866,0.00736687700624205,"55143/9212/29127/3832/332",5
"GO:0070942","GO:0070942","neutrophil mediated cytotoxicity","5/1070","14/18903",0.000749823825790736,0.00978608449769866,0.00736687700624205,"6372/54210/1776/383/6338",5
"GO:0086070","GO:0086070","SA node cell to atrial cardiac muscle cell communication","5/1070","14/18903",0.000749823825790736,0.00978608449769866,0.00736687700624205,"776/9096/10052/6262/8913",5
"GO:0006026","GO:0006026","aminoglycan catabolic process","8/1070","36/18903",0.00075063716317575,0.00978608449769866,0.00736687700624205,"3373/8692/10894/1118/1116/55576/8993/3161",8
"GO:0044703","GO:0044703","multi-organism reproductive process","24/1070","209/18903",0.000784072913540143,0.0101968103041674,0.00767606772498725,"53405/3691/1393/3485/2697/150921/3673/56977/8614/285/6869/7422/6863/151/5241/64478/5858/10699/3291/130399/1594/383/5764/116",24
"GO:0051293","GO:0051293","establishment of spindle localization","10/1070","54/18903",0.000793964224754114,0.0103000764292426,0.00775380554163077,"2697/3993/4085/26086/51203/29899/1058/9700/10615/5347",10
"GO:0046883","GO:0046883","regulation of hormone secretion","26/1070","234/18903",0.000797223529114067,0.0103170103767703,0.00776655326608544,"1393/8431/338442/26056/2697/1908/6934/6869/185/2867/8600/9370/1946/2044/3745/6422/6664/134/6616/9066/25924/94121/4843/130399/3458/116",26
"GO:0031295","GO:0031295","T cell costimulation","9/1070","45/18903",0.000806190092011447,0.0104075395741331,0.00783470283730594,"6366/6363/857/940/29851/11126/1947/8764/10288",9
"GO:0007612","GO:0007612","learning","19/1070","150/18903",0.000828077380831227,0.0106640209043631,0.00802777969196075,"590/65009/3643/9369/85358/5896/6869/54112/4885/4900/64478/64220/22941/6616/2019/477/6505/23542/5764",19
"GO:0051899","GO:0051899","membrane depolarization","13/1070","84/18903",0.000841169671357962,0.0107575413937389,0.00809818108109213,"1137/776/11280/857/1634/6332/6324/2537/477/6330/6335/3759/8913",13
"GO:0003177","GO:0003177","pulmonary valve development","6/1070","21/18903",0.000843489041099982,0.0107575413937389,0.00809818108109213,"4846/9353/64220/7042/23493/4091",6
"GO:0038083","GO:0038083","peptidyl-tyrosine autophosphorylation","6/1070","21/18903",0.000843489041099982,0.0107575413937389,0.00809818108109213,"3643/7422/857/9625/6725/4058",6
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","6/1070","21/18903",0.000843489041099982,0.0107575413937389,0.00809818108109213,"55143/9212/83540/11004/332/1062",6
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","34/1070","338/18903",0.00084901489014694,0.010801924385484,0.00813159220087468,"5046/79674/23554/64388/79812/2246/494470/2627/858/857/2817/9353/153090/25805/7049/6422/6664/650/1634/8425/116844/55612/54756/4488/80139/65997/11117/7130/8516/23213/10468/4091/6423/4487",34
"GO:1901214","GO:1901214","regulation of neuron death","33/1070","325/18903",0.000856109825754416,0.010866009326883,0.00817983477239037,"2045/2561/128434/1718/4908/6623/3672/10763/284/23321/558/1191/1524/6495/3745/134/7042/1271/6622/3162/10457/7301/2019/5803/2149/4192/4803/6376/6505/3458/5457/9928/7516",33
"GO:0003281","GO:0003281","ventricular septum development","12/1070","74/18903",0.000862003185858886,0.0109145727130334,0.00821639285574442,"4846/1482/5138/5754/187/9353/7049/6664/64220/7042/23493/4091",12
"GO:0040013","GO:0040013","negative regulation of locomotion","40/1070","419/18903",0.000875623206568785,0.0110605036619215,0.00832624837069688,"22998/223117/65009/10501/57406/2697/79812/6366/285/1602/5801/9370/10512/6405/9353/6915/89795/153090/7869/27202/1524/56920/6422/134/1634/3162/4223/8692/9314/257144/84830/9294/347/130399/6376/11117/7130/23213/6423/1398",40
"GO:0032465","GO:0032465","regulation of cytokinesis","14/1070","95/18903",0.0008895303505147,0.0111826672636134,0.00841821203895616,"92421/10769/144455/55143/9212/29127/79733/10733/6790/10112/990/332/5347/9928",14
"GO:0098773","GO:0098773","skin epidermis development","14/1070","95/18903",0.0008895303505147,0.0111826672636134,0.00841821203895616,"55366/55504/4038/2627/5154/7042/1001/2252/9079/55612/4488/10913/10468/6662",14
"GO:0051225","GO:0051225","spindle assembly","17/1070","128/18903",0.000894210433030638,0.0112148006802892,0.00844240178803273,"92421/81027/55143/9212/29127/22974/9133/3832/29899/6790/991/259266/56992/332/10615/5347/4751",17
"GO:0003176","GO:0003176","aortic valve development","8/1070","37/18903",0.000910789669815,0.0113691409480407,0.00855858776311837,"4846/1482/9353/650/23493/11117/4091/6662",8
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity","16/1070","117/18903",0.000910823223678262,0.0113691409480407,0.00855858776311837,"3643/1908/6997/4908/2246/7422/6363/8600/146433/4920/153090/5154/8325/6283/2146/11211",16
"GO:0010639","GO:0010639","negative regulation of organelle organization","36/1070","366/18903",0.00091311475757115,0.0113708630188106,0.00855988412261337,"85358/6710/79822/163782/10382/9353/89795/1191/395/256949/6622/56203/6712/4085/11013/55143/891/9212/1111/83540/9319/1063/22974/7153/9232/701/7272/11130/286151/991/699/9700/332/5347/347240/10288",36
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","10/1070","55/18903",0.000921958494504492,0.0114270911994923,0.00860221219483312,"6366/9353/27202/134/3162/257144/84830/347/11117/7130",10
"GO:0003179","GO:0003179","heart valve morphogenesis","10/1070","55/18903",0.000921958494504492,0.0114270911994923,0.00860221219483312,"4846/1482/9353/64220/7042/650/23493/11117/4091/6662",10
"GO:0000281","GO:0000281","mitotic cytokinesis","13/1070","85/18903",0.000942587575582066,0.0116554154545042,0.00877409265474641,"92421/389/51203/55143/9212/55165/29127/10112/1058/9700/332/5347/54443",13
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","7/1070","29/18903",0.00094901901753348,0.0117075243284504,0.00881331974964688,"4846/948/7422/2977/2357/4843/51655",7
"GO:0002274","GO:0002274","myeloid leukocyte activation","26/1070","237/18903",0.000962750256316229,0.011849233923892,0.00891999746742751,"6372/3579/10202/6556/84106/145581/2242/1776/1191/1524/6622/3162/8692/6283/3696/8291/306/7098/6376/401258/2294/3458/116071/3929/6338/5320",26
"GO:0031100","GO:0031100","animal organ regeneration","11/1070","65/18903",0.000972515453619841,0.0119415851049134,0.00898951861167324,"8431/285/558/7049/3162/306/2146/890/983/6790/7298",11
"GO:0009798","GO:0009798","axis specification","14/1070","96/18903",0.000988264196826033,0.0121068096502122,0.00911389817368445,"7490/5046/6997/2114/6422/1044/126668/7476/23493/7475/4188/80319/4091/6790",14
"GO:0030072","GO:0030072","peptide hormone secretion","25/1070","225/18903",0.000995454184429136,0.0121666622541339,0.009158954679348,"594855/1393/8431/26056/1908/283849/6934/7432/2867/8600/5799/1946/2044/3745/6422/6616/9066/25924/94121/4843/1363/130399/3458/3557/116",25
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity","15/1070","107/18903",0.00100519841599733,0.0122573848417226,0.00922724983300332,"6372/718/84106/54210/2242/1776/1524/64170/3162/306/401258/383/10417/2294/6338",15
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","38/1070","395/18903",0.00101051683136581,0.0122938453216854,0.00925469695667548,"3643/1908/79616/6997/4908/2246/7422/6363/8600/9370/146433/857/658/54922/4920/153090/9077/6422/5154/650/6622/8325/8692/6283/9134/2146/1033/891/7345/890/3458/11211/9133/6423/3481/1164/990/5347",38
"GO:0001889","GO:0001889","liver development","18/1070","141/18903",0.00102382673208942,0.0123986356546609,0.00933358218341299,"3673/55679/2246/8854/2627/7049/3162/4192/2487/2146/144455/383/5764/3249/79733/6790/7298/6662",18
"GO:0070555","GO:0070555","response to interleukin-1","18/1070","141/18903",0.00102382673208942,0.0123986356546609,0.00933358218341299,"3373/6366/6363/153090/6422/6622/6357/8692/3037/6401/1116/6376/6361/3557/6364/6662/7850/27063",18
"GO:0033273","GO:0033273","response to vitamin","13/1070","86/18903",0.00105404388216303,0.012706282415116,0.0095651759169613,"590/3673/360/8614/8854/2242/6422/1594/83990/383/10631/5251/7298",13
"GO:0061053","GO:0061053","somite development","13/1070","86/18903",0.00105404388216303,0.012706282415116,0.0095651759169613,"9096/8854/10512/6495/6422/6664/1044/4223/2296/2487/2294/6423/7516",13
"GO:0007565","GO:0007565","female pregnancy","22/1070","189/18903",0.00106370926950672,0.0127551277377107,0.00960194623955255,"53405/3691/1393/3485/2697/150921/3673/56977/8614/285/7422/151/5241/64478/5858/10699/3291/130399/1594/383/5764/116",22
"GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition","10/1070","56/18903",0.00106638843502129,0.0127551277377107,0.00960194623955255,"10630/6934/25805/7042/650/116844/2296/4192/2146/80139",10
"GO:0015695","GO:0015695","organic cation transport","10/1070","56/18903",0.00106638843502129,0.0127551277377107,0.00960194623955255,"220963/6581/151/3745/6622/222962/152/23428/80704/6583",10
"GO:0010838","GO:0010838","positive regulation of keratinocyte proliferation","5/1070","15/18903",0.00107259028703476,0.0127551277377107,0.00960194623955255,"1001/2252/3037/116844/4192",5
"GO:1900426","GO:1900426","positive regulation of defense response to bacterium","5/1070","15/18903",0.00107259028703476,0.0127551277377107,0.00960194623955255,"79812/5650/5225/400709/11117",5
"GO:2000345","GO:2000345","regulation of hepatocyte proliferation","5/1070","15/18903",0.00107259028703476,0.0127551277377107,0.00960194623955255,"55679/2246/4192/5764/3249",5
"GO:0019228","GO:0019228","neuronal action potential","8/1070","38/18903",0.00109719226963053,0.0129601234533539,0.00975626518338601,"2257/10242/54112/11280/1134/6332/6335/8913",8
"GO:0033260","GO:0033260","nuclear DNA replication","8/1070","38/18903",0.00109719226963053,0.0129601234533539,0.00975626518338601,"1602/9837/5888/8318/389643/57379/4173/1763",8
"GO:0040001","GO:0040001","establishment of mitotic spindle localization","8/1070","38/18903",0.00109719226963053,0.0129601234533539,0.00975626518338601,"2697/4085/26086/51203/29899/1058/9700/5347",8
"GO:0015874","GO:0015874","norepinephrine transport","6/1070","22/18903",0.00110473368456351,0.0129622085655452,0.00975783483722062,"6581/151/3745/6622/222962/152",6
"GO:0031290","GO:0031290","retinal ganglion cell axon guidance","6/1070","22/18903",0.00110473368456351,0.0129622085655452,0.00975783483722062,"2045/7422/658/9353/1946/4897",6
"GO:0086012","GO:0086012","membrane depolarization during cardiac muscle cell action potential","6/1070","22/18903",0.00110473368456351,0.0129622085655452,0.00975783483722062,"776/6324/477/6330/3759/8913",6
"GO:0033044","GO:0033044","regulation of chromosome organization","27/1070","252/18903",0.00110961763140152,0.0129906454407983,0.00977924186292952,"57520/116028/4085/55143/891/9212/23397/83540/9319/113130/1063/7153/9232/64151/701/7272/9787/11130/991/699/990/9700/332/5347/11065/1062/4751",27
"GO:0031294","GO:0031294","lymphocyte costimulation","9/1070","47/18903",0.00112003750686271,0.0130836239739715,0.00984923527227201,"6366/6363/857/940/29851/11126/1947/8764/10288",9
"GO:0010001","GO:0010001","glial cell differentiation","25/1070","227/18903",0.0011296078986271,0.0131662907389649,0.0099114660746275,"3691/10319/1000/11076/146433/23500/2817/4920/1191/26227/6664/6279/650/5453/6280/5803/4192/79628/2840/55553/3458/983/5764/3400/6662",25
"GO:0001659","GO:0001659","temperature homeostasis","21/1070","178/18903",0.00115172664161919,0.013335782166117,0.0100390577071885,"57406/2697/948/55366/4883/7422/8600/9370/857/3910/64641/134/153/11096/170394/3226/2167/5733/283455/116/3934",21
"GO:0071772","GO:0071772","response to BMP","21/1070","178/18903",0.00115172664161919,0.013335782166117,0.0100390577071885,"5046/64388/494470/2627/658/25805/7049/6422/6664/7042/650/4488/7130/23213/55273/1749/10468/4091/6423/6662/4487",21
"GO:0071773","GO:0071773","cellular response to BMP stimulus","21/1070","178/18903",0.00115172664161919,0.013335782166117,0.0100390577071885,"5046/64388/494470/2627/658/25805/7049/6422/6664/7042/650/4488/7130/23213/55273/1749/10468/4091/6423/6662/4487",21
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","13/1070","87/18903",0.00117629812927102,0.0135608168614651,0.0102084618159673,"2257/2264/3340/2246/8822/2261/6909/2817/2591/23767/2252/23213/79801",13
"GO:2000243","GO:2000243","positive regulation of reproductive process","13/1070","87/18903",0.00117629812927102,0.0135608168614651,0.0102084618159673,"2516/7490/3643/10361/8633/6869/7432/7422/646/4488/6790/6662/4487",13
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","28/1070","266/18903",0.00118947372767116,0.013682835037263,0.0103003160089125,"2045/84632/948/6997/4908/7422/4038/9370/146433/284/2261/857/1946/1464/6422/134/5154/2069/2252/117157/8692/148/4058/59067/8764/3458/6423/3481",28
"GO:0007613","GO:0007613","memory","16/1070","120/18903",0.00119912243060246,0.0137638400730022,0.010361295876327,"3643/85358/10769/4908/6869/55450/139411/1524/64478/4593/7436/4192/4803/6505/8516/5764",16
"GO:0051098","GO:0051098","regulation of binding","36/1070","372/18903",0.00121939302735363,0.0139661500746793,0.0105135930386741,"201501/3673/64388/79822/6934/8600/9370/10763/284/857/25805/7049/6664/64641/650/115908/3162/3434/9314/2296/9464/4488/23493/4803/26086/4188/9212/3458/1869/5457/6790/5347/55355/1398/4751/4487",36
"GO:0048771","GO:0048771","tissue remodeling","21/1070","179/18903",0.00123698437394364,0.0141369642736416,0.0106421804420396,"4846/2697/55366/51208/8600/857/10512/558/1464/6422/115908/5745/10457/9066/2149/2296/4192/9464/59067/383/5764",21
"GO:0030509","GO:0030509","BMP signaling pathway","20/1070","167/18903",0.00124118548784984,0.0141543399046374,0.0106552606618642,"5046/64388/494470/2627/658/25805/7049/6422/6664/7042/650/4488/7130/23213/55273/1749/10468/4091/6423/4487",20
"GO:0048588","GO:0048588","developmental cell growth","25/1070","229/18903",0.0012791086562213,0.0145240724835451,0.0109335920450292,"2045/223117/1002/10501/1908/1826/23025/65059/7422/10512/6405/9353/1946/6857/7869/56920/23767/4897/8470/65078/148/4803/6790/6662/8437",25
"GO:0071902","GO:0071902","positive regulation of protein serine/threonine kinase activity","25/1070","229/18903",0.0012791086562213,0.0145240724835451,0.0109335920450292,"3643/1908/6997/4908/2246/7422/6363/8600/9370/146433/658/4920/153090/5154/650/6622/8325/6283/2146/891/3458/11211/3481/1164/990",25
"GO:0002237","GO:0002237","response to molecule of bacterial origin","35/1070","360/18903",0.00130715003678695,0.0147483071960347,0.0111023939338571,"6372/4846/5473/2919/6403/948/6556/5196/6915/153090/558/284297/1524/6279/64170/6622/6280/2149/2920/2326/4843/6401/1594/6376/4283/10804/389643/383/10417/57379/1668/3929/4091/10288/27063",35
"GO:0031099","GO:0031099","regeneration","22/1070","192/18903",0.00130795259873487,0.0147483071960347,0.0111023939338571,"5653/8431/5396/285/558/7049/146760/3162/9314/65078/4192/347/306/7476/2146/1719/6442/890/983/5764/6790/7298",22
"GO:0008038","GO:0008038","neuron recognition","9/1070","48/18903",0.00131037335364477,0.0147483071960347,0.0111023939338571,"128434/1826/51294/4978/57549/4685/57453/54538/4897",9
"GO:0035136","GO:0035136","forelimb morphogenesis","8/1070","39/18903",0.00131282279964703,0.0147483071960347,0.0111023939338571,"494470/8854/6474/2019/116039/4488/7476/4487",8
"GO:0071634","GO:0071634","regulation of transforming growth factor beta production","8/1070","39/18903",0.00131282279964703,0.0147483071960347,0.0111023939338571,"2627/4060/7042/1001/3696/55612/2615/6376",8
"GO:0006814","GO:0006814","sodium ion transport","27/1070","255/18903",0.00132258980621484,0.0148264844518352,0.0111612450737898,"4846/2257/6553/1482/57282/11280/53826/57030/57520/481/6535/83959/6332/6324/10568/65268/55089/477/6330/495/6335/9033/6523/5348/6338/6583/8913",27
"GO:0032602","GO:0032602","chemokine production","14/1070","99/18903",0.00134136767498027,0.0150051299235081,0.0112957277893075,"6372/4210/2867/4023/9370/54210/64170/3162/9314/347/7098/3458/3929/116",14
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","22/1070","193/18903",0.00139938821348483,0.0156063491602575,0.0117483202609913,"84632/948/6997/4908/7422/4038/9370/146433/284/2261/1946/1464/134/2069/2252/117157/148/4058/59067/8764/3458/3481",22
"GO:0090257","GO:0090257","regulation of muscle system process","27/1070","256/18903",0.00140102452688675,0.0156063491602575,0.0117483202609913,"4846/1482/9312/80005/51196/3673/147/6869/857/60675/6915/151/5152/7139/481/134/6752/6262/85366/1131/2149/152/9464/148/477/6442/3759",27
"GO:0045165","GO:0045165","cell fate commitment","29/1070","282/18903",0.00140963367435631,0.0156691911591607,0.0117956271564974,"7490/1482/6913/10630/5396/6934/2114/9096/7472/2627/6909/25925/64321/6495/58524/6422/64641/650/57453/9314/3226/7476/23493/7475/6899/55553/6423/5457/6662",29
"GO:0034695","GO:0034695","response to prostaglandin E","6/1070","23/18903",0.00142376310996462,0.0157603945265851,0.0118642842369189,"6366/5563/6363/7049/6422/5031",6
"GO:0110148","GO:0110148","biomineralization","21/1070","181/18903",0.00142380836916308,0.0157603945265851,0.0118642842369189,"4846/55366/162466/2824/2261/658/4920/134/650/1893/5745/7123/116039/4488/23493/1594/7475/6899/5251/5764/6662",21
"GO:0030278","GO:0030278","regulation of ossification","16/1070","122/18903",0.00143134521821053,0.0158106752137063,0.0119021350891059,"6869/162466/4038/2824/658/6422/6664/7042/650/1893/4192/116039/1594/5764/4091/6662",16
"GO:0048754","GO:0048754","branching morphogenesis of an epithelial tube","19/1070","157/18903",0.00143493640590998,0.0158172530755839,0.0119070868447777,"6943/7490/2246/55366/7422/7472/6909/9353/54922/5241/64478/6495/650/4192/4488/7475/2294/6423/6662",19
